ItemId,ItemName,SellPrice,Thumbnail,DownloadFile,Breif,Description,Active,SubscriberFree
346,Swan Socks (The Ultimate MK Socks),29.95,swan_sock_cover_thumg2.jpg,ultimate_socks.pdf,"This book will change the way you knit socks on the knitting machine. Use it with standard, mid or bulky machines in 4 gauges for each machine.","<p>This book will change the way you knit socks on the knitting machine. Use it with standard, mid or bulky machines in <strong>4 gauges for each machine</strong>.</p> <blockquote style=""font-size: 12px;""><br /> Also Included:<br /> - Instructions for a double bed version, knit in the round.<br /> - Passap Duo 80 Tubular version<br /> - Easy to follow instructions in both written and charted format.<br /> - Detailed instructions for custom sizing</blockquote> <p><strong>Why are these socks so special?</strong></p> <ul style=""list-style-type: square;""> <li><strong>Knit Fast</strong> <em>Machine knitters rejoice</em>!</li> <li><strong>Great Fit</strong> <em>Gusseted heel is constructed like a hand knit sock</em></li> <li><strong>Better Wearing</strong> <em>The heel method eliminates the stress points in ordinary short-row machine knit heels.</em></li> <li><strong>Greater Durability</strong> <em>The slip stitch heel (optional) wears longer.</em></li> <li><strong>Comfy Cushioned Foot Bed</strong></li> <li><strong>Mostly Seamless </strong><em>Sew-as-you-go method gives a smooth, comfortable join on a flat bed machine.</em></li> <li><strong>Creative Possibilities </strong><em>The instep can be any stitch pattern</em></li> <li><strong>3 Versions </strong><em>Standard gauge, mid-gauge and bulky socks.</em></li> <li><strong>Easy Customization</strong> <em>to accommodate different foot sizes.</em></li> <li><strong>Double Bed, Circular Version</strong>  <em>(no seam in the foot) for the adventurous!</em></li> <li><strong>Creative Options</strong> <em>Suggestions for ribbing and cuff.</em></li> </ul> <p><em>Revamped instructions for knitting a nearly seamless sock with traditional hand-knit heel construction.<br /><br />Based on the ""Swan Sock"", this book has been completely updated with new photography, diagrams, charts and extensive visual instructions.<br /><br /></em></p> <ul> <li>Parsley - Standard Gauge, Single Bed</li> <li>Sage - Mid Gauge, Single Bed</li> <li>Rosemary - Bulky, Single Bed</li> <li>PLUS double bed version</li> </ul>",0,0
441,Tam and Scarf with G-Carriage,18.95,cover_image1.jpg,Irish_knit_tam.pdf,"Traditional Irish knitting on the knitting machine!  These fabulous designs introduce you to incorporating cables with your g-carriage. ","<p>Traditional Irish knitting on the knitting machine!<br />These fabulous designs introduce you to incorporating cables with your g-carriage.</p> <table cellspacing=""10""> <tbody> <tr> <td> <ul> <li>Detailed, row-by-row instruction</li> <li>Gauge 6.5sts / 8.25 rows per inch</li> <li>Printed charts of each stitch pattern</li> <li>18 DAK stitch pattern files</li> <li>5 Stitch pattern choices for tam crown</li> <li>2 Brim options</li> <li>Tips and Tricks for best results</li> <li>32 pages</li> </ul> </td> <td><img src=""http://www.knititnow.com/knititnow/store/thumbnails/tam1.jpg"" width=""200"" /></td> </tr> </tbody> </table> <div><strong>Ready for immediate download</strong></div> <div><br />From Tami:</div> <div><br /><em>""Handknitting traditional Irish sweaters is considered to be difficult and only for experienced knitters. &nbsp;This is true for machine knitting also. As such, this book is for those knitters who are past the beginning stage, and are looking for new challenges in machine knitting""</em></div> <p><br /><br /></p>",0,0
710,The ULTIMATE Machine Knit Socks (eBook),29.99,sock_product_image_PDF.jpg,electronic_version10-19-16_electronic.pdf,"This book will change the way you knit socks on the knitting machine. Use it with standard, mid or bulky machines in 4 gauges for each machine.  ","<p>This book will change the way you knit socks on the knitting machine. Use it with standard, mid or bulky machines in <strong>4 gauges for each machine</strong>.</p> Also Included:<br /> - Instructions for a double bed version, knit in the round.<br /> - Passap Duo 80 Tubular version<br /> - Easy to follow instructions in both written and charted format.<br /> - Detailed instructions for custom sizing <p><strong>Why are these socks so special?</strong></p> <ul style=""list-style-type: square;""> 	<li><strong>Knit Fast</strong> <em>Machine knitters rejoice</em>!</li> 	<li><strong>Great Fit</strong> <em>Gusseted heel is constructed like a hand knit sock</em></li> 	<li><strong>Better Wearing</strong> <em>The heel method eliminates the stress points in ordinary short-row machine knit heels.</em></li> 	<li><strong>Greater Durability</strong> <em>The slip stitch heel (optional) wears longer.</em></li> 	<li><strong>Comfy Cushioned Foot Bed</strong></li> 	<li><strong>Mostly Seamless </strong><em>Sew-as-you-go method gives a smooth, comfortable join on a flat bed machine.</em></li> 	<li><strong>Creative Possibilities </strong><em>The instep can be any stitch pattern</em></li> 	<li><strong>3 Versions </strong><em>Standard gauge, mid-gauge and bulky socks.</em></li> 	<li><strong>Easy Customization</strong> <em>to accommodate different foot sizes.</em></li> 	<li><strong>Double Bed, Circular Version</strong>  <em>(no seam in the foot) for the adventurous!</em></li> 	<li><strong>Creative Options</strong> <em>Suggestions for ribbing and cuff.</em></li> </ul> <p><em>Revamped instructions for knitting a nearly seamless sock with traditional hand-knit heel construction.<br /><br />Based on the ""Swan Sock"", this book has been completely updated with new photography, diagrams, charts and extensive visual instructions.<br /><br /></em></p> <ul> 	<li>Parsley - Standard Gauge, Single Bed</li> 	<li>Sage - Mid Gauge, Single Bed</li> 	<li>Rosemary - Bulky, Single Bed</li> 	<li>PLUS double bed version</li> </ul><br> <b>Note: The dimensions in this book are offered in INCHES ONLY</b>",1,0
680,The Ultimate Pleated Skirt eBook,12.50,PleatedSkirtBook1.jpg,Ultimate_Pleated_skirt_optimized.pdf,"Combine Double Bed Jacquard and Stockinette for color, texture and drape of this unusual skirt with self-folding pleats. ","<table> <tr> <td> Combine Double Bed Jacquard and Stockinette for the color, texture and drape of this unusual skirt with self-folding pleats.<br><br>The pleat face is double jacquard.  When the pleats are closed, the stitch design repeats in all directions across the pleats. <br><br> The book text uses detailed diagrams and photos to help you understand how the skirt is designed and sized. It is written as a design book rather than a pattern book. Detailed instructions are included for using the concept to design your own skirt. <br><br><b>BONUS</B><br> The model skirt pattern is included as a stitch print out.</b></br></br> Written for Japanese machines with ribbers, the concept for the self-folding knife pleats can be used on a Passap machine also. You will have to figure out your own needle set up. The knitting level is advanced Beginner. <br><br><br> <center><a href=""http://www.knititnow.com/store/product/682/ultimate-pleated-skirt-dak-files/digitialdownload""><img src=""http://www.knititnow.com/images/blog_images/2014/buttons/dak_files_available.jpg""></a></center> <br> <small>NOTE: Marcia used a Jaggerspun 2/27 wool.  This yarn is no longer available. <br>Their <a href=""http://www.knititnow.com/store/product/55/jaggerspun-super-lamb/ConeDetails"">SuperLamb 2/24</a> would be a similar weight. Included in the book is a discussion of yarn substitution.</small>  <em><small>32 pages</small></em> <br><center><img src=""http://www.knititnow.com/images/Blog_Images/2014/buttons/download_green.jpg""></center> </td> <td width=""20""></td> <td> <em> The concept of knife pleats created this way can be used for swing jackets and coats  ... get creative with this technique!</em></td> </tr> </table>",1,0
528,Top Down for Toddlers (machine knitting notes),5.00,white_paper.jpg,Top Down for Toddlers for Machine Knitters1.pdf,"10 page printable companion to the ""Top Down for Toddlers"" pattern book.","<br> Would you like to knit this beautiful sweaters on your knitting machine?<br><br> This white paper discusses each design in the book with suggestions for translating to machine knitting.<br> <blockquote> <b>BONUS:</b> includes a link to the Knit it Now start-to-finish video on knitting top down sweaters.</blockquote>  <a href=""http://www.knititnow.com/store/product/527/top-down-for-toddlers/itemdetails""><em>This additional material is included with the purchase of the ""Top Down for Toddlers"" book by Cabin Fever.</em></a><br><br>",0,0
482,Top Down Raglan - Bulky - Round Neck - Babies and Kids,18.95,cover_Bulky_round_babies_kids.png,Bulky_round_baby.pdf,These 'knit from the neck down' BULKY patterns for babies and children are the easiest sweater to knit!  This book includes complete diagrams and written instructions. Patterns are written for <b>3 different gauges!</b>,"<table id=""smalltable"" cellpadding = ""10""> <tr valign = ""top""> <td>  These round-neck, 'knit from the neck down' BULKY patterns for Babies and Kids are the easiest sweater to knit! This book includes complete diagrams and written instructions. Patterns are written for <strong>3 different gauges!</strong><br /><br>Included are lots of details, tip and tricks and ""Random Thoughts and Suggestions"".<br> </td>  </tr> </table>  <blockquote><em>From Jodie: These sweaters are very easy and fast. Many knitting instructors use this book as a beginning project for their new students, so novice knitters can make something useful right off the bat!</em></blockquote> <table cellpadding=""10"" id=""smalltable""> <tbody> <tr valign=""top""> <td> </td> <td>Sizes Included:<br /> <ul> <li>practice</li> <li>Infant</li> <li>Six Month</li> <li>One Year</li> <li>Two Year</li> <li>Four Year</li> <li>Six Year</li> <li>Eight Year</li> <li>Ten Year</li> <li>Twelve Year</li> <li>Fourteen Year</li> </ul> </td> <td>Bulky Gauges:<br /> <ul> <li>4 stitches and 6 rows = 1""</li> <li>4.5 stitches and 6.5 rows = 1""</li> <li>5 stitches and 7 rows = 1""</li> </ul> </td> </tr> </tbody> </table> <br> <a href=""http://www.knititnow.com/Homestudy/course/7/top-down-raglan-sweaters""><img src=""http://www.knititnow.com/blog2/blog_images/2013/top_down_filmstrip.png""></a>",0,0
486,Top Down Raglan - Bulky - Round Neck - Grownups,18.95,cover_bulky_round_adults.png,bulky_round_adults1.pdf,"Pullovers knitted from the top down are fast and easy! Make a turtleneck version!  These designs are for the Bulky/Chunky, machine and will fit babies to adults (32""- 47"" bust/chest)  ","<table id=""smalltable"" cellpadding = ""10""> <tr valign=""top""> <td>  These round-neck, 'knit from the neck down' BULKY patterns for adults are the easiest sweater to knit! This book includes complete diagrams and written instructions. Patterns are written for <strong>3 different gauges!</strong> and will fit adults (32"" - 47"" bust/chest)<br />Included are lots of details, tip and tricks and ""Random Thoughts and Suggestions"".<br> </td>  </tr> </table>  <p>Both charts and text instruction are included, along with tips and tricks for your success!</p> <p><br />Bulky Gauges:</p> <ul> <li>3 stitches and 5 rows = 1""</li> <li>4 stitches and 6 rows = 1""</li> <li>5 stitches and 7 rows = 1""</li> </ul> <p>Start at the neck band and work to the hem. Add stripes, fairisle, cables ... get creative! Includes instructions for adding a turtleneck or cowl neck.</p> <br> <a href=""http://www.knititnow.com/Homestudy/course/7/top-down-raglan-sweaters""><img src=""http://www.knititnow.com/blog2/blog_images/2013/top_down_filmstrip.png""></a>",0,0
484,Top Down Raglan - Bulky - V Neck - Adults,18.95,cover_Bulky_v_adult.png,top_down_v_adults.pdf,"These V-neck,'knit from the neck down' BULKY patterns for Adults are the easiest sweater to knit!  This book includes complete diagrams and written instructions. Patterns are written for <b>3 different gauges!</b>","<table id=""smalltable"" cellpadding = ""10""> <tr valign = ""top""> <td>  These V-neck, 'knit from the neck down' BULKY patterns for Adults are the easiest sweater to knit! This book includes complete diagrams and written instructions. Patterns are written for <strong>3 different gauges !</strong>and will fit adults (32"" - 47"" bust/chest)<br />Included are lots of details, tip and tricks and ""Random Thoughts and Suggestions"".<br> </td>  </tr> </table> <em><blockquote>From Jodie: These sweaters are very easy and fast. Many knitting instructors use this book as a beginning project for their new students, so novice knitters can make something useful right off the bat!</blockquote></em> <table cellpadding=""10"" id=""smalltable""> <tbody> <tr valign=""top""> <td> </td> <td>Sizes Included:<br /> <ul> <li>Ladies 32"" - 44"" bust</li> <li>Mens 36"" - 47"" chest</li> </ul> </td> <td>Bulky Gauges:<br /> <ul> <li>3 stitches and 5 rows = 1""</li> <li>4 stitches and 6 rows = 1""</li> <li>5 stitches and 7 rows = 1""</li> </ul> </td> </tr> </tbody> </table> <br> <a href=""http://www.knititnow.com/Homestudy/course/7/top-down-raglan-sweaters""><img src=""http://www.knititnow.com/blog2/blog_images/2013/top_down_filmstrip.png""></a>",0,0
487,Top Down Raglan - Bulky - V Neck - Youngsters,18.95,cover_Bulky_V_Babies1.png,bulky_v_younsters.pdf,"These V-neck,'knit from the neck down' BULKY patterns for Youngsters are the easiest sweater to knit!  This book includes complete diagrams and written instructions. Patterns are written for <b>3 different gauges!</b>","<table id=""smalltable"" cellpadding = ""10""> <tr valign=""top""> <td>  These V-neck,'knit from the neck down' BULKY patterns for Babies and Kids are the easiest sweater to knit! This book includes complete diagrams and written instructions. Patterns are written for <strong>3 different gauges!</strong><br />Included are lots of details, tip and tricks and ""Random Thoughts and Suggestions"".<br> </td>  </tr> </table> <blockquote><em>From Jodie: These sweaters are very easy and fast. Many knitting instructors use this book as a beginning project for their new students, so novice knitters can make something useful right off the bat!</em></blockquote> <table cellpadding=""10"" id=""smalltable""> <tbody> <tr valign=""top""> <td width = ""10%""> </td> <td>Sizes Included:<br /> <ul> <li>practice</li>  <li>One Year</li> <li>Two Year</li> <li>Four Year</li> <li>Six Year</li> <li>Eight Year</li> <li>Ten Year</li> <li>Twelve Year</li>  </ul>  </td> <td width = ""10%""> </td> <td>Bulky Gauges:<br /> <ul> <li>3 stitches and 5 rows = 1""</li> <li>4 stitches and 6 rows = 1""</li> <li>5 stitches and 7 rows = 1""</li> </ul> </td> </tr> </tbody> </table> <br> <a href=""http://www.knititnow.com/Homestudy/course/7/top-down-raglan-sweaters""><img src=""http://www.knititnow.com/blog2/blog_images/2013/top_down_filmstrip.png""></a>",0,0
425,Top Down Raglan - Standard - Round Neck - for Everyone,18.95,cover_standard_round_everyone.png,top_down_round_everyone.pdf,"This ""all-purpose"" pattern book is for the standard gauge machine and has detailed charts and instructions for pullover sweaters sized for babies, kids and adults of all sizes.  Included is a small practice sweater that can be quickly knit to learn the techniques.","<table id=""smalltable"" cellpadding = ""10""> <tr valign = ""top""> <td>  These round-neck, 'knit from the neck down' BULKY patterns for everyone are the easiest sweater to knit! This book includes complete diagrams and written instructions. Patterns are written for 7 sts and 10 rows per inch.<br><br />Included are lots of details, tip and tricks and ""Random Thoughts and Suggestions"".<br> </td>  </tr> </table>   <p><strong>The easiest and fastest sweaters around for infants, youngsters, ladies and gentlemen</strong></p> <p>This ""all-purpose"" pattern book is for the standard gauge machine and has detailed charts and instructions for pullover sweaters sized for babies, kids and adults of all sizes.  Included is a small practice sweater that can be quickly knit to learn the techniques.</p> <p>INCLUDED:</p> <ul> <li>Easy top down construction</li> <li>Multiple sizes</li> <li>Detailed instructions</li> <li>Diagrams and knitting charts</li> <li>Tips and Tricks for customizing</li> </ul>  <p><em><blockquote>From Jodie:<br>""In this book I have attempted to share with you the way so many of my sweaters were knitted and assembled. <strong>There really isn't a more comfortable and versatile sweater to be found.</strong> So, I finally settled down and worked out diagrams, patterns and written instructions for all the family. Sure didn't want to leave anyone out -they will all want several.</blockquote></em></p> <p>Please allow your imagination to take over with these patterns. In addition to the classic sport pullover we all love, try a dressy look raglan. They are beautiful. Make it lacy, plain, dressy, sporty, short sleeve, long sleeve, crew neck, mock turtleneck, or the regular turtleneck. Also, add a skirt to the bottom of one of these raglans, and you will have one of those ever so popular sweater dresses.""</p><br> <a href=""http://www.knititnow.com/Homestudy/course/7/top-down-raglan-sweaters""><img src=""http://www.knititnow.com/blog2/blog_images/2013/top_down_filmstrip.png""></a>",0,0
483,Top Down Raglan - Standard - V Neck - for Everyone,18.95,cover_Standard_V_All.png,v_neck_standard_all.pdf,"Pullovers knitted from the top down are fast and easy! V-Necks are comfortable and flattering.  These designs are for the standard machine and will fit babies to adults (46"" bust/chest)  ","<table id=""smalltable"" cellpadding = ""10""> <tr valign = ""top""> <td>  These V-neck,'knit from the neck down' STANDARD patterns for everyone are the easiest sweater to knit! This book includes complete diagrams and written instructions. <br />These designs are for the standard machine (8 sts and 11 rows) and will fit babies to adults (46"" bust/chest) Both charts and text instruction are included, along with tips and tricks for your success! </td>  </tr> </table><p> Included are lots of details, tip and tricks and ""Random Thoughts and Suggestions"".<br> <p><br />Sizes:</p> <ul> <li>Practice</li> <li>Infant (6 month, 1 year, 2 year)</li> <li>Children (4-14)</li> <li>Ladies (8-18)</li> <li>Men (34 - 46)</li> </ul> <p>Start at the neck band and work to the hem. Add stripes, fairisle, cables ... get creative!</p> <br> <a href=""http://www.knititnow.com/Homestudy/course/7/top-down-raglan-sweaters""><img src=""http://www.knititnow.com/blog2/blog_images/2013/top_down_filmstrip.png""></a>",0,0
457,Traditional Irish Cardigans with G-Carriage,32.95,irish_cardigan_thumbnail1.png,irish_cardigan2.pdf,A classic! Create Traditional Irish Knit Cardigans on your knitting machine with detailed instructions from G-Carriage expert Tami Nobuyuki.,"<table cellspacing=""20""> <tbody> <tr> <td colspan=""2"">Create Traditional Irish Knit Cardigans on your knitting machine with detailed instructions from G-Carriage expert Tami Nobuyuki.<br /><br /> Tami walks you through the process with great detailed instructions, guaranteed to help you knit this classic design.<br /><br /> The patterns are written for 2 gauges &nbsp;6.25sts / 8.25rows and 6.5 and 8.25 in stockinette. Included are instructions for knitting your swatch using the G-carriage.<br /><br /></td> </tr> <tr> <td> <ul> <li>Printed and spiral bound book</li> <li>4 cardigan designs</li> <li>Set in sleeves</li> <li>Band and hem options</li> <li>bust sizes 36 - 50""</li> <li>Hard copy, printed book with 109 pages</li> <li>Detailed garment charts</li> <li>Detailed stitch charts</li> <li>Extensive tips and hints</li> <li>DAK stitch pattern files sent separately after purchase</li> </ul> </td> <td width=""175""><em>From Tami:<br />""Although the progress may be slow, knitting these intricate pattern stitches can be fun, and great will be your satisfaction upon seeing the finished sweaters. Remember that these time-tested Irish Knits are to be worn and enjoyed for many years to come. It will be worth all your effort and you will be anxious to begin another with other pattern stitches in this book.""</em></td> </tr> </tbody> </table>",0,0
444,Traditional Irish Cardigans with G-Carriage,32.95,irish_cardigan_thumbnail.png,irish_cardigan1.pdf,A classic! Create Traditional Irish Knit Cardigans on your knitting machine with detailed instructions from G-Carriage expert Tami Nobuyuki.,"<table cellspacing=""20""> <tbody> <tr> <td colspan=""2""> <p>Create Traditional Irish Knit Cardigans on your knitting machine with detailed instructions from G-Carriage expert Tami Nobuyuki.</p> <p>Tami walks you through the process with great detailed instructions, guaranteed to help you knit this classic design.</p> <p>The patterns are written for 2 gauges&nbsp;&nbsp;6.25sts / 8.5rows in stockinette. Included are instructions for knitting your swatch using the G-carriage.</p> </td> </tr> <tr> <td> <ul> <li>4 cardigan designs</li> <li>Set in sleeves</li> <li>Band and hem options</li> <li>bust sizes 36 - 50""</li> <li>109 pages</li> <li>Detailed garment charts</li> <li>Detailed stitch charts</li> <li>Extensive tips and hints</li> <li>DAK stitch pattern files</li> </ul> </td> <td width=""175""><em>From Tami:<br />""Although the progress may be slow, knitting these intricate pattern stitches can be fun, and great will be your satisfaction upon seeing the finished sweaters. Remember that these time-tested Irish Knits are to be worn and enjoyed for many years to come. It will be worth all your effort and you will be anxious to begin another with other pattern stitches in this book.""</em></td> </tr> </tbody> </table> <p>NOTE: This eBook file size is quite large. We have also provided it in 4 separate parts. If you are having trouble downloading the entire book, download each part individually.</p>",0,0
446,Traditional Irish Knits with G-Carriage (Pullovers),32.95,irish_pullover_thumbnail.png,Irish_pullover.pdf,A classic! Create Traditional Irish Knit Pullovers on your knitting machine with detailed instructions from G-Carriage expert Tami Nobuyuki.,"<table cellspacing=""20""> <tbody> <tr> <td colspan=""2""> <p>Create Traditional Irish Knit Pullovers on your knitting machine with detailed instructions from G-Carriage expert Tami Nobuyuki.</p> <p>Tami walks you through the process with great detailed instructions, guaranteed to help you knit this classic design.</p> <p>The patterns are written a gauge of &nbsp;6.75 sts x 9 rows per inch in stockinette knit with the G-carriage. Included are instructions for &nbsp;knitting your swatch using the G-carriage.</p> </td> </tr> <tr> <td> <ul> <li>5 pullover designs for men and women</li> <li>Set in sleeves</li> <li>Band and hem options</li> <li>bust sizes 34 - 42""</li> <li>92 pages</li> <li>Detailed garment charts</li> <li>Detailed stitch charts</li> <li>Extensive tips and hints</li> <li>DAK stitch pattern files</li> </ul> </td> <td width=""175""><em>From Tami:<br />""Although the progress may be slow, knitting these intricate pattern stitches can be fun, and great will be your satisfaction upon seeing the finished sweaters. Remember that these time-tested Irish Knits are to be worn and enjoyed for many years to come. It will be worth all your effort and you will be anxious to begin another with other pattern stitches in this book.""</em></td> </tr> </tbody> </table> <p>NOTE: This eBook file size is quite large. We have also provided it in 3 separate parts. If you are having trouble downloading the entire book, download each part individually.</p>",0,0
506,Tuck Lace Stitch Pattern Template,1.00,NULL,NULL,"Setting up needle arrangements for tuck lace stitch patterns (needles out of work) can be confusing.<br> With the Knit it Now Stitch Pattern template, there's no more guesswork!<br> If you've never tried tuck lace stitch patterns, you are in for a treat!","Setting up needle arrangements for tuck lace stitch patterns (needles out of work) can be confusing.<br> With the Knit it Now Stitch Pattern template, there's no more guesswork!<br> If you've never tried tuck lace stitch patterns, you are in for a treat!",0,1
682,Ultimate Pleated Skirt DAK files,10.00,files_thumbnail2.jpg,Skirt_DAK_Files3.zip,"DesignaKnit stitch pattern files for the Ultimate Pleated Skirt.  ","If you have an electronic machine and use DesignaKnit, here are the DAK stitch pattern files for the Ultimate Pleated Skirt. <br><br> The skirt pattern itself includes the rose stitch pattern for you to input to your machine, but save yourself hours of work by using these files.<br><br> Included are 3 Passap and 3 Japanese design formats.<br><br> <ul> <li>skirt102Book3; 102 st x 200 rs; original starting pattern before splitting for pleats</li> <li>newskirt2Bookj3; 200 st x 200 rs; blank section on left</li>  <li>newskirtBook3; 200 st x 200 rs;  blank section on right</li>    <li>Passap1Book3; 84 st x 200 rs; original starting pattern before splitting for pleats</li>  <li>Passaplt2Book3; 168 st x 200 rs; blank section on left</li>  <li>PassapltBook3; 168 st x 200 rs; blank section on right</li>   <center><Img src=""http://www.knititnow.com/images/Blog_Images/2014/buttons/DOWNLOAD.jpg""></center> ",1,0
777,Universal Link (Cable) for DesignaKnit,135.95,slusb_cable.jpg,NULL,Connect DesignaKnit (DAK) with any non-patterning machine," The Universal Link for DesignaKnit allow you to connect ANY knitting machine to the DesignaKnit Knit From Screen function. <br>  </b>This includes plastic bed knitting machines like the LK-150, Passap Vario, KH-400 and KX-350.</b><br><br> The cable is attached to your personal computer. The other end of the cable is attached to the bed of your knitting machine. The magnet is attached to the carriage or lock of your knitting machine.<br> The cable senses the magnet as it moves past it. <br>Thus DesignaKnit will forward you pattern one row. <br><br>The cable allows you to use DesignaKnit as a knitleader or knit radar device vastly increasing the capabilities of your knitting machine. <br><br>The Universal Link for DesignaKnit can be re-attached to any number of knitting machines. Just have a small supply of self-stick velcro tape to put on each of your machines. Just move the cable and magnet as required. Easy.<br><br>  NOTE: Shipping in the US is included. <br><br> <i class=""fa fa-youtube-play"" aria-hidden=""true""></i><a href=""/learn/tutorial/920/lk-and-dak""> Watch the video showing how this works.</a>",0,0
